### GO term enrichment for convergent genes in reproductive tract samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTms_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0098656	anion transmembrane transport	0.92209	0.8055	0.88578	0.78854	0.8761	0.91148	0.76934	0.86538	0.994	0.9989	0.88094
GO:0007611	learning or memory	0.97576	0.9739	0.56248	0.86139	0.9006	0.40289	0.90332	0.96797	0.3924	0.42249	0.880995
GO:0050890	cognition	0.97576	0.9739	0.56248	0.86139	0.9006	0.40289	0.90332	0.96797	0.3924	0.42249	0.880995
GO:0035051	cardiocyte differentiation	0.40134	0.603	0.89884	0.89017	0.38323	0.8938	0.90424	0.6232	0.872	0.91784	0.881085
GO:0006525	arginine metabolic process	0.96722	0.92	0.82422	0.8307	0.98889	0.97255	0.99676	0.84524	0.7921	0.7913	0.88262
GO:0009163	nucleoside biosynthetic process	0.99403	0.7656	0.14728	0.98158	0.9958	0.11588	0.95693	0.98127	0.8086	0.75987	0.882765
GO:0042455	ribonucleoside biosynthetic process	0.99403	0.7656	0.14728	0.98158	0.9958	0.11588	0.95693	0.98127	0.8086	0.75987	0.882765
GO:1901659	glycosyl compound biosynthetic process	0.99403	0.7656	0.14728	0.98158	0.9958	0.11588	0.95693	0.98127	0.8086	0.75987	0.882765
GO:1902115	regulation of organelle assembly	0.99996	0.84	0.81993	0.90889	0.98591	0.93462	0.85722	0.95199	0.3712	0.43619	0.883055
GO:0031647	regulation of protein stability	0.99408	0.6432	0.98524	0.75508	0.98139	0.87261	0.89934	0.66688	0.8727	0.89382	0.88326
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	0.98967	0.9029	0.81418	0.83079	0.974	0.8091	0.96895	0.91717	0.8639	0.77702	0.8834
GO:0032874	positive regulation of stress-activated MAPK cascade	0.65366	0.6243	0.76656	0.86085	0.49167	0.90845	0.93615	0.90627	0.9547	0.9501	0.88356
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	0.65366	0.6243	0.76656	0.86085	0.49167	0.90845	0.93615	0.90627	0.9547	0.9501	0.88356
GO:0097320	plasma membrane tubulation	0.80965	0.8069	0.8534	0.91413	0.99407	0.92415	0.91992	0.965	0.8273	0.8242	0.883765
GO:0046822	regulation of nucleocytoplasmic transport	0.43284	0.8852	0.88282	0.98002	0.35141	0.83375	0.83275	0.92484	0.9836	0.98991	0.88401
GO:0007306	eggshell chorion assembly	0.89105	0.8533	0.80395	0.98902	0.99544	0.97708	0.99889	0.79646	0.5905	0.8779	0.884475
GO:0019395	fatty acid oxidation	0.87929	0.8659	0.89133	0.96072	0.7723	0.772	0.97641	0.91733	0.9453	0.76764	0.88531
GO:0042447	hormone catabolic process	0.88944	0.4706	0.90284	0.5213	0.88136	0.92045	0.53227	0.46587	0.9661	0.99616	0.8854
GO:0007343	egg activation	0.85033	0.976	0.68299	0.99402	0.99221	0.66284	0.99215	0.89743	0.7392	0.87356	0.885495
GO:1903008	organelle disassembly	0.8606	0.9113	0.6462	0.94277	0.68092	0.77498	0.92671	0.91516	0.9159	0.83926	0.88595
GO:0048066	developmental pigmentation	0.62106	0.8729	0.9046	0.97471	0.81957	0.79062	0.89957	0.94308	0.8996	0.6518	0.886235
GO:0034440	lipid oxidation	0.85987	0.8629	0.95074	0.9873	0.70207	0.77883	0.97204	0.91245	0.9439	0.76253	0.887675
GO:0007439	ectodermal digestive tract development	0.98282	0.951	0.70741	0.987	0.98918	0.67516	0.97389	0.8256	0.7493	0.64573	0.8883
GO:0061058	regulation of peptidoglycan recognition protein signaling pathway	0.99972	0.9331	0.93983	0.40404	0.99346	0.90973	0.19712	0.83694	0.8673	0.80383	0.888515
GO:0061060	negative regulation of peptidoglycan recognition protein signaling pathway	0.99972	0.9331	0.93983	0.40404	0.99346	0.90973	0.19712	0.83694	0.8673	0.80383	0.888515
GO:0006022	aminoglycan metabolic process	0.88682	0.9999	0.62317	0.93181	0.89023	0.74902	0.98875	0.99715	0.5558	0.69921	0.888525
GO:0016048	detection of temperature stimulus	0.95272	0.9021	0.87503	0.9122	0.93437	0.91255	0.84877	0.74773	0.7724	0.44665	0.888565
GO:0050951	sensory perception of temperature stimulus	0.95272	0.9021	0.87503	0.9122	0.93437	0.91255	0.84877	0.74773	0.7724	0.44665	0.888565
GO:0050961	detection of temperature stimulus involved in sensory perception	0.95272	0.9021	0.87503	0.9122	0.93437	0.91255	0.84877	0.74773	0.7724	0.44665	0.888565
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	0.95272	0.9021	0.87503	0.9122	0.93437	0.91255	0.84877	0.74773	0.7724	0.44665	0.888565
GO:0035087	siRNA loading onto RISC involved in RNA interference	0.90146	NA	NA	0.86024	0.97665	NA	0.87569	NA	NA	NA	0.888575
GO:0007396	suture of dorsal opening	0.90543	0.8989	0.45547	0.97134	0.88588	0.62203	0.97944	0.89173	0.5072	0.45545	0.888805
GO:0006760	folic acid-containing compound metabolic process	0.90653	0.8093	0.97961	0.69278	0.84777	0.96658	0.8727	0.8026	0.9624	0.91881	0.889615
GO:0015870	acetylcholine transport	0.33886	0.8684	NA	0.99994	0.48987	NA	0.99994	0.80006	0.9113	0.96662	0.88985
GO:1901374	acetate ester transport	0.33886	0.8684	NA	0.99994	0.48987	NA	0.99994	0.80006	0.9113	0.96662	0.88985
GO:0048789	cytoskeletal matrix organization at active zone	0.88955	0.5396	0.4354	0.89025	0.89463	0.69556	0.89186	0.57819	0.8908	0.90506	0.8899
GO:0006739	NADP metabolic process	0.94229	0.6065	0.97887	0.7316	0.94608	0.99274	0.72193	0.65824	0.9984	0.83931	0.8908
GO:0051156	glucose 6-phosphate metabolic process	0.94229	0.5816	0.98412	0.75595	0.94608	0.99605	0.73937	0.61873	0.9984	0.83931	0.8908
GO:0045039	protein import into mitochondrial inner membrane	NA	0.8924	NA	NA	NA	NA	NA	0.88938	NA	NA	0.89089
GO:0090151	establishment of protein localization to mitochondrial membrane	NA	0.8924	NA	NA	NA	NA	NA	0.88938	NA	NA	0.89089
GO:0009301	snRNA transcription	NA	0.8815	NA	NA	NA	NA	NA	0.90153	NA	NA	0.891515
GO:0000726	non-recombinational repair	0.40872	0.9422	0.4927	0.89601	0.47477	0.42084	0.90239	0.99938	0.8879	0.9543	0.891955
GO:0006012	galactose metabolic process	0.88007	0.8862	0.79974	0.99807	0.89848	0.61033	0.99864	0.87904	0.9178	0.92051	0.89234
GO:0016056	rhodopsin mediated signaling pathway	0.85531	0.5864	0.8801	0.95697	0.62268	0.58342	0.90704	0.98079	0.9999	0.9999	0.89357
GO:0001736	establishment of planar polarity	0.91172	0.7071	0.95385	0.82387	0.90868	0.90215	0.88629	0.93606	0.5371	0.80689	0.89422
GO:0007164	establishment of tissue polarity	0.91172	0.7071	0.95385	0.82387	0.90868	0.90215	0.88629	0.93606	0.5371	0.80689	0.89422
GO:0019748	secondary metabolic process	0.88239	0.7349	0.92784	0.82113	0.88463	0.90474	0.97274	0.85646	0.9198	0.95648	0.894685
GO:0002027	regulation of heart rate	0.99878	0.7595	0.92078	NA	0.99629	0.93703	NA	0.7834	0.868	0.86894	0.89486
GO:1900426	positive regulation of defense response to bacterium	0.67214	0.9035	0.95314	0.66054	0.89284	0.92786	0.69702	0.89734	0.7437	0.90431	0.89509
GO:0042990	regulation of transcription factor import into nucleus	0.554	0.953	0.90041	0.94756	0.24486	0.77214	0.89025	0.84865	0.9537	0.97345	0.89533
GO:0042991	transcription factor import into nucleus	0.554	0.953	0.90041	0.94756	0.24486	0.77214	0.89025	0.84865	0.9537	0.97345	0.89533
GO:0042993	positive regulation of transcription factor import into nucleus	0.6727	0.9539	0.90677	0.94847	0.34179	0.69043	0.8921	0.90382	0.8618	0.89977	0.895935
GO:0051495	positive regulation of cytoskeleton organization	0.74258	0.8379	0.95131	0.99608	0.99969	0.99947	0.99973	0.49797	0.8193	0.84058	0.895945
GO:0009581	detection of external stimulus	0.53946	0.944	0.97225	0.84148	0.89984	0.9443	0.71491	0.99709	0.8921	0.72052	0.89597
GO:0009582	detection of abiotic stimulus	0.53946	0.944	0.97225	0.84148	0.89984	0.9443	0.71491	0.99709	0.8921	0.72052	0.89597
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	0.85459	0.9986	0.76303	0.9374	0.59371	0.94965	0.95149	0.94796	0.5275	0.6813	0.895995
GO:0007605	sensory perception of sound	0.66872	0.9102	0.89559	0.89687	0.64077	0.7895	0.55531	0.9989	0.996	0.99881	0.89623
GO:1903146	regulation of mitophagy	0.96187	0.8834	0.68557	0.9138	0.86413	0.67924	0.89356	0.92544	0.9832	0.89982	0.89669
GO:0014065	phosphatidylinositol 3-kinase signaling	0.89515	0.8815	0.93127	0.82469	0.88407	0.95281	0.80476	0.89828	0.9972	0.97044	0.896715
GO:0006081	cellular aldehyde metabolic process	0.8594	0.7263	0.97222	0.60625	0.93408	0.96944	0.60708	0.74655	0.9793	0.94756	0.89674
GO:0060027	convergent extension involved in gastrulation	0.97654	0.7387	0.90084	0.99631	0.96626	0.88942	0.89352	0.88762	0.3847	0.92999	0.89718
GO:0008277	regulation of G-protein coupled receptor protein signaling pathway	0.90329	0.5263	0.96023	0.94942	0.78671	0.68357	0.89124	0.81251	0.9999	0.99989	0.897265
GO:0006911	"phagocytosis, engulfment"	0.99244	0.7618	0.75956	0.68721	0.99406	0.88777	0.90754	0.74602	0.9858	0.93253	0.897655
GO:0007614	short-term memory	0.93491	0.9959	0.55494	0.93507	0.897	0.37158	0.89832	0.97573	0.6965	0.72518	0.89766
GO:0050906	detection of stimulus involved in sensory perception	0.93603	0.9566	0.87964	0.89024	0.90508	0.97283	0.79815	0.98531	0.8783	0.88161	0.89766
GO:0007428	"primary branching, open tracheal system"	0.98178	0.8432	0.68018	0.91477	0.98186	0.76262	0.91905	0.89079	0.9053	0.77761	0.898045
GO:0060026	convergent extension	0.90225	0.6822	0.89999	0.97876	0.89297	0.90287	0.7805	0.93372	0.4247	0.89662	0.898305
GO:0055086	nucleobase-containing small molecule metabolic process	0.92453	0.8925	0.82845	0.86961	0.90522	0.69612	0.998	0.90758	0.9862	0.82474	0.89886
GO:0009395	phospholipid catabolic process	NA	NA	0.89206	NA	NA	0.9065	NA	NA	NA	NA	0.89928
GO:0007186	G-protein coupled receptor signaling pathway	0.96933	0.683	0.99122	0.58692	0.85959	0.93991	0.75508	0.69297	0.9612	0.99982	0.89975
GO:0048867	stem cell fate determination	0.88976	0.8417	0.96044	0.94278	0.9086	0.91597	0.93077	0.89173	0.8514	0.87575	0.900165
GO:0019682	glyceraldehyde-3-phosphate metabolic process	0.96322	0.5654	0.98412	0.75595	0.97195	0.99455	0.73937	0.63868	0.9984	0.83931	0.901265
GO:0007441	anterior midgut (ectodermal) morphogenesis	0.89106	0.9435	0.65889	0.97134	0.9553	0.84489	0.97944	0.91297	0.8542	0.82467	0.902015
GO:0048557	embryonic digestive tract morphogenesis	0.89106	0.9435	0.65889	0.97134	0.9553	0.84489	0.97944	0.91297	0.8542	0.82467	0.902015
GO:0048611	embryonic ectodermal digestive tract development	0.89106	0.9435	0.65889	0.97134	0.9553	0.84489	0.97944	0.91297	0.8542	0.82467	0.902015
GO:0048613	embryonic ectodermal digestive tract morphogenesis	0.89106	0.9435	0.65889	0.97134	0.9553	0.84489	0.97944	0.91297	0.8542	0.82467	0.902015
GO:0048615	embryonic anterior midgut (ectodermal) morphogenesis	0.89106	0.9435	0.65889	0.97134	0.9553	0.84489	0.97944	0.91297	0.8542	0.82467	0.902015
GO:0022400	regulation of rhodopsin mediated signaling pathway	0.93535	0.463	0.78471	0.95697	0.7129	0.47519	0.90704	0.89726	0.9999	0.9999	0.90215
GO:0016073	snRNA metabolic process	0.90891	0.8209	0.91049	0.90146	0.9089	0.9096	0.90327	0.86918	0.8683	0.45647	0.902365
GO:0018958	phenol-containing compound metabolic process	0.86244	0.9994	0.93939	0.84084	0.89953	0.90623	0.92896	0.99931	0.5867	0.89756	0.90288
GO:0007519	skeletal muscle tissue development	0.91848	0.8125	0.98747	0.86846	0.84748	0.98835	0.88741	0.79959	0.9231	0.91873	0.902945
GO:0010165	response to X-ray	0.14006	0.9843	0.89112	NA	0.21874	0.49067	NA	0.9173	0.9465	0.91594	0.90353
GO:0044743	protein transmembrane import into intracellular organelle	0.90261	0.959	0.68194	0.92594	0.94149	0.93015	0.90518	0.69896	0.7778	0.48356	0.903895
GO:0048567	ectodermal digestive tract morphogenesis	0.96229	0.9601	0.61732	0.98793	0.96365	0.71819	0.97573	0.84783	0.8217	0.74727	0.903965
GO:0007010	cytoskeleton organization	0.85215	0.9952	0.99819	0.85617	0.95793	0.41347	0.99841	0.65225	0.8332	0.95267	0.90442
GO:1905330	regulation of morphogenesis of an epithelium	0.92529	0.9486	0.9829	0.74852	0.88369	0.97503	0.8656	0.97046	0.5795	0.23407	0.90449
GO:0043467	regulation of generation of precursor metabolites and energy	0.57758	0.9217	0.95166	0.85512	0.47253	0.95469	0.96504	0.91458	0.8948	0.7461	0.90469
GO:0043455	regulation of secondary metabolic process	0.94078	0.9366	0.91502	0.28423	0.93902	0.92388	0.31357	0.8957	0.7669	0.88377	0.90536
GO:0031036	myosin II filament assembly	0.73412	0.9181	0.95386	0.89376	0.76559	0.81625	0.88057	0.94134	0.9195	0.99081	0.90593
GO:0051493	regulation of cytoskeleton organization	0.9109	0.7896	0.90168	0.93472	0.91586	0.81746	0.99887	0.538	0.7304	0.96596	0.90629
GO:0071229	cellular response to acid chemical	0.9613	0.8315	0.94947	0.81026	0.89781	0.78171	0.90187	0.91075	0.9984	0.94668	0.90631
GO:0060560	developmental growth involved in morphogenesis	0.91388	0.9554	0.71214	0.91522	0.85503	0.71368	0.76433	0.98775	0.8992	0.94087	0.90654
GO:0006303	double-strand break repair via nonhomologous end joining	0.62628	0.9093	0.25931	0.99886	0.57494	0.21553	0.99845	0.99947	0.9057	0.9849	0.9075
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	0.90625	0.894	0.95537	0.90148	0.89629	0.95701	0.88612	0.90907	0.9974	0.97269	0.90766
GO:0014067	negative regulation of phosphatidylinositol 3-kinase signaling	0.90625	0.894	0.95537	0.90148	0.89629	0.95701	0.88612	0.90907	0.9974	0.97269	0.90766
GO:0031038	myosin II filament organization	0.90306	0.8432	0.9534	0.61872	0.91249	0.95742	0.62095	0.92077	0.6923	0.93553	0.907775
GO:0010603	regulation of cytoplasmic mRNA processing body assembly	NA	NA	0.91137	NA	NA	0.90561	NA	NA	NA	NA	0.90849
GO:0008299	isoprenoid biosynthetic process	NA	0.2824	0.89775	0.98206	NA	0.9198	0.82411	0.76602	0.9553	0.94916	0.908775
GO:0050954	sensory perception of mechanical stimulus	0.76258	0.8541	0.97953	0.88646	0.70695	0.93214	0.68012	0.99874	0.9911	0.99865	0.9093
GO:0051606	detection of stimulus	0.55297	0.9404	0.97861	0.83719	0.89139	0.96417	0.70781	0.99704	0.9275	0.8466	0.909445
GO:0007160	cell-matrix adhesion	0.93248	0.9563	0.97953	0.88667	0.95199	0.97909	0.84795	0.86865	0.7252	0.60309	0.909575
GO:0006220	pyrimidine nucleotide metabolic process	0.99148	0.5767	0.9164	0.99831	0.90306	0.77768	0.99723	0.86125	0.9774	0.88668	0.90973
GO:2000737	negative regulation of stem cell differentiation	0.96344	0.7223	0.91678	0.1486	0.94997	0.90913	0.14078	0.73799	0.9107	0.95231	0.909915
GO:0048024	"regulation of mRNA splicing, via spliceosome"	0.64271	0.9586	0.93982	0.95449	0.60664	0.94445	0.9126	0.91025	0.7973	0.83942	0.911425
GO:0030029	actin filament-based process	0.88059	0.9894	0.57264	0.96863	0.83237	0.65651	0.99996	0.98791	0.6645	0.94276	0.911675
GO:1902903	regulation of supramolecular fiber organization	0.8386	0.8014	0.91313	0.99178	0.92164	0.83383	0.99933	0.72126	0.9124	0.95774	0.912765
GO:0030239	myofibril assembly	0.70628	0.898	0.98358	0.90166	0.59515	0.93568	0.87821	0.94253	0.9406	0.9247	0.91318
GO:0060537	muscle tissue development	0.92649	0.9014	0.9818	0.93686	0.92514	0.98112	0.82363	0.84491	0.8899	0.88352	0.91327
GO:0007438	oenocyte development	NA	0.9796	0.84846	NA	NA	0.37981	NA	0.9783	NA	NA	0.91338
GO:0050919	negative chemotaxis	0.75655	1	0.41652	0.8423	0.95193	0.63321	0.93467	0.98467	0.8922	0.93739	0.913435
GO:0006636	unsaturated fatty acid biosynthetic process	0.43171	0.9994	0.95592	0.14099	0.87975	0.9389	0.36452	1	0.8884	0.98965	0.91365
GO:0009450	gamma-aminobutyric acid catabolic process	NA	NA	NA	0.58534	NA	0.97207	0.55648	NA	0.9167	0.91366	0.91366
GO:1990138	neuron projection extension	0.93258	0.9712	0.77039	0.76678	0.89541	0.76789	0.31139	0.99614	0.9486	0.95465	0.913995
GO:0048069	eye pigmentation	0.88221	0.8878	0.841	0.97418	0.9181	0.97693	0.91036	0.95244	0.9375	0.62449	0.91423
GO:0006144	purine nucleobase metabolic process	0.90575	1	0.8657	0.9472	0.92373	0.94585	0.95375	0.85559	0.7556	0.75478	0.91474
GO:0055114	oxidation-reduction process	0.70046	0.8928	0.92871	0.93176	0.79633	0.90242	0.9603	0.80056	0.9707	0.94888	0.915565
GO:0014042	positive regulation of neuron maturation	NA	NA	NA	NA	NA	NA	NA	NA	0.8365	0.9963	0.9164
GO:1904801	positive regulation of neuron remodeling	NA	NA	NA	NA	NA	NA	NA	NA	0.8365	0.9963	0.9164
GO:0033555	multicellular organismal response to stress	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91646	0.91646
GO:0043488	regulation of mRNA stability	0.91487	NA	0.9063	0.9307	0.92325	0.91903	0.93949	NA	0.9106	0.90679	0.91695
GO:0042073	intraciliary transport	NA	0.9975	NA	NA	NA	NA	NA	0.83713	NA	NA	0.917315
GO:0098840	protein transport along microtubule	NA	0.9975	NA	NA	NA	NA	NA	0.83713	NA	NA	0.917315
GO:0099118	microtubule-based protein transport	NA	0.9975	NA	NA	NA	NA	NA	0.83713	NA	NA	0.917315
GO:0035007	regulation of melanization defense response	0.94655	0.9716	0.91502	0.34372	0.94496	0.92388	0.47815	0.94424	0.7946	0.89955	0.91945
GO:0090254	cell elongation involved in imaginal disc-derived wing morphogenesis	0.95672	0.898	0.91157	0.9275	0.98771	0.90482	0.89691	0.87447	0.9757	0.9835	0.919535
GO:0046959	habituation	0.96894	0.8389	0.73219	0.83303	0.94529	0.74634	0.89614	0.95129	0.9433	0.96977	0.91972
GO:0006040	amino sugar metabolic process	0.92349	0.9937	0.415	0.99082	0.91671	0.63348	0.99188	0.99079	0.7072	0.76561	0.9201
GO:1901071	glucosamine-containing compound metabolic process	0.92349	0.9898	0.43364	0.99109	0.91671	0.65721	0.99212	0.98651	0.7952	0.85036	0.9201
GO:0007005	mitochondrion organization	0.97224	0.9976	0.5465	0.96801	0.99772	0.55529	0.90936	0.93131	0.8308	0.83681	0.920335
GO:0009997	negative regulation of cardioblast cell fate specification	0.91865	0.9646	0.9221	0.38605	0.91153	0.92173	0.50741	0.92185	0.919	0.92555	0.920365
GO:0051892	negative regulation of cardioblast differentiation	0.91865	0.9646	0.9221	0.38605	0.91153	0.92173	0.50741	0.92185	0.919	0.92555	0.920365
GO:1905208	negative regulation of cardiocyte differentiation	0.91865	0.9646	0.9221	0.38605	0.91153	0.92173	0.50741	0.92185	0.919	0.92555	0.920365
GO:2000044	negative regulation of cardiac cell fate specification	0.91865	0.9646	0.9221	0.38605	0.91153	0.92173	0.50741	0.92185	0.919	0.92555	0.920365
GO:0030041	actin filament polymerization	0.79724	0.8914	0.98349	0.94952	0.79132	0.96145	0.98618	0.96037	0.6294	0.61127	0.92046
GO:0035011	melanotic encapsulation of foreign target	0.90116	0.9913	0.94499	0.88624	0.8213	0.91574	0.9254	0.99965	0.8653	0.94351	0.92057
GO:2000622	"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	0.84265	NA	NA	NA	0.83627	NA	NA	NA	0.9993	0.99996	0.920975
GO:2000624	"positive regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	0.84265	NA	NA	NA	0.83627	NA	NA	NA	0.9993	0.99996	0.920975
GO:0035154	"terminal cell fate specification, open tracheal system"	NA	NA	0.9191	0.93577	NA	0.92307	0.97833	NA	0.8696	0.84177	0.921085
GO:0043200	response to amino acid	0.97003	0.8315	0.94947	0.81026	0.93256	0.78171	0.90187	0.91075	0.9984	0.94668	0.921655
GO:0071230	cellular response to amino acid stimulus	0.97003	0.8315	0.94947	0.81026	0.93256	0.78171	0.90187	0.91075	0.9984	0.94668	0.921655
GO:0031033	myosin filament organization	0.87821	0.8106	0.96035	0.97715	0.74857	0.94392	0.98838	0.95264	0.6792	0.90033	0.922125
GO:0016330	second mitotic wave involved in compound eye morphogenesis	0.94707	0.9133	0.9506	0.6453	0.89936	0.94923	0.99618	0.93103	0.8299	0.79471	0.922165
GO:0051224	negative regulation of protein transport	0.59312	0.9232	0.78494	0.92166	0.42931	0.99017	0.94819	0.89016	0.9292	0.95285	0.92243
GO:1904950	negative regulation of establishment of protein localization	0.59312	0.9232	0.78494	0.92166	0.42931	0.99017	0.94819	0.89016	0.9292	0.95285	0.92243
GO:1903825	organic acid transmembrane transport	0.94171	0.8986	0.91608	0.79485	0.92885	0.95992	0.77301	0.91075	0.9958	0.99999	0.922465
GO:1905039	carboxylic acid transmembrane transport	0.94171	0.8986	0.91608	0.79485	0.92885	0.95992	0.77301	0.91075	0.9958	0.99999	0.922465
GO:0007006	mitochondrial membrane organization	0.94578	0.8607	0.99936	0.97707	0.97427	0.99996	0.89964	0.85522	0.8056	0.82109	0.92271
GO:0032222	"regulation of synaptic transmission, cholinergic"	0.55518	0.8684	0.93441	0.99993	0.80685	0.93734	0.99993	0.80006	0.9113	0.96662	0.922855
GO:0031503	protein complex localization	0.96284	0.9675	0.93627	0.91043	0.82215	0.99126	0.95095	0.84493	0.4652	0.61545	0.92335
GO:0006491	N-glycan processing	0.97363	0.9142	0.97776	0.99058	0.87926	0.87053	0.90946	0.83113	0.9918	0.93759	0.925895
GO:0034614	cellular response to reactive oxygen species	0.78106	0.9481	0.82917	0.97903	0.45543	0.77612	0.97389	0.90417	0.995	0.99975	0.926135
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	0.98034	0.9404	0.91312	0.91213	0.93618	0.85401	0.91641	0.94664	0.8854	0.99895	0.926295
GO:0016318	ommatidial rotation	0.94894	0.9167	0.67253	0.95277	0.93598	0.88239	0.91431	0.94284	0.7824	0.95475	0.92634
GO:0070192	chromosome organization involved in meiotic cell cycle	NA	NA	0.90028	NA	NA	0.90979	NA	NA	0.9617	0.94411	0.92695
GO:0030834	regulation of actin filament depolymerization	NA	NA	0.90015	NA	NA	0.95426	NA	NA	NA	NA	0.927205
GO:0030835	negative regulation of actin filament depolymerization	NA	NA	0.90015	NA	NA	0.95426	NA	NA	NA	NA	0.927205
GO:0051693	actin filament capping	NA	NA	0.90015	NA	NA	0.95426	NA	NA	NA	NA	0.927205
GO:0035082	axoneme assembly	0.99246	0.5882	0.99636	0.92407	0.97924	0.99673	0.93203	0.30012	0.7496	0.79051	0.92805
GO:1901615	organic hydroxy compound metabolic process	0.83313	0.9298	0.91202	0.69365	0.94205	0.93815	0.84668	0.98266	0.9275	0.93256	0.92865
